,0,1,2,3
0,1184,damilola4162,2020-05-17 14:44:00,m
1,1184,GodPunishBiafra,2020-05-17 14:46:00,?
2,1184,GavelSlam,2020-05-17 14:46:00,?
3,1184,Stephenomozzy,2020-05-17 14:52:00,m
4,1184,DamnnNiggarr,2020-05-17 15:00:00,m
5,1184,Classworked,2020-05-17 15:00:00,m
6,1184,SirWarlock,2020-05-17 15:06:00,?
7,1184,Enoch07,2020-05-17 15:08:00,?
8,1184,Acidosis,2020-05-17 15:08:00,m
9,1184,June15,2020-05-17 15:08:00,m
10,1184,June15,2020-05-17 15:10:00,m
11,1184,Acidosis,2020-05-17 15:11:00,m
12,1184,PositiveDirect,2020-05-17 15:16:00,?
13,1184,June15,2020-05-17 15:16:00,m
14,1184,Acidosis,2020-05-17 15:17:00,m
15,1184,SafariBoy,2020-05-17 15:19:00,m
16,1184,Acidosis,2020-05-17 15:22:00,m
17,1184,Stephenomozzy,2020-05-17 15:27:00,m
18,1184,Asetime,2020-05-17 15:28:00,?
19,1184,June15,2020-05-17 15:38:00,m
20,1184,Acidosis,2020-05-17 15:40:00,m
21,1184,Acidosis,2020-05-17 15:41:00,m
22,1184,June15,2020-05-17 15:48:00,m
23,1184,SmartchildTutor,2020-05-17 16:24:00,?
24,1184,illicit,2020-05-17 16:24:00,m
25,1184,praiseneo,2020-05-17 16:25:00,m
26,1184,Nbote,2020-05-17 16:25:00,m
27,1184,GodPunishBiafra,2020-05-17 16:25:00,?
28,1184,Uyi168,2020-05-17 16:25:00,m
29,1184,Etinosa1234,2020-05-17 16:25:00,m
30,1184,sleeknaija,2020-05-17 16:25:00,m
31,1184,MISTAICEY02288,2020-05-17 16:25:00,m
32,1184,EjaikreTheViper,2020-05-17 16:25:00,f
33,1184,ninocia18,2020-05-17 16:26:00,m
34,1184,styless,2020-05-17 16:27:00,f
35,1184,sLentlover7778,2020-05-17 16:27:00,m
36,1184,PureGoldh,2020-05-17 16:27:00,m
37,1184,bigiyaro,2020-05-17 16:28:00,m
38,1184,israelmao,2020-05-17 16:28:00,m
39,1184,EdEdEddy,2020-05-17 16:28:00,?
40,1184,naija4life247,2020-05-17 16:29:00,?
41,1184,Bahdsypha,2020-05-17 16:29:00,m
42,1184,Antoeni,2020-05-17 16:30:00,m
43,1184,Fidelismaria,2020-05-17 16:30:00,?
44,1184,Bahdsypha,2020-05-17 16:31:00,m
45,1184,Dollabiz,2020-05-17 16:31:00,?
46,1184,lagdmark,2020-05-17 16:32:00,m
47,1184,SaintNegro77,2020-05-17 16:32:00,?
48,1184,piyoo91,2020-05-17 16:32:00,?
49,1184,winterfell007,2020-05-17 16:32:00,m
50,1184,yesloaded,2020-05-17 16:33:00,?
51,1184,apexc2633,2020-05-17 16:34:00,?
52,1184,Farki,2020-05-17 16:35:00,?
53,1184,comshots,2020-05-17 16:36:00,m
54,1184,Exc2000,2020-05-17 16:36:00,?
55,1184,martineverest,2020-05-17 16:36:00,m
56,1184,Farki,2020-05-17 16:36:00,?
57,1184,Nairalandmonika,2020-05-17 16:36:00,?
58,1184,OgboAto,2020-05-17 16:37:00,?
59,1184,tonapuck,2020-05-17 16:38:00,?
60,1184,Salt06,2020-05-17 16:39:00,m
61,1184,Exc2000,2020-05-17 16:39:00,?
62,1184,comshots,2020-05-17 16:39:00,m
63,1184,martineverest,2020-05-17 16:39:00,m
64,1184,Naija4love,2020-05-17 16:39:00,m
65,1184,DamnnNiggarr,2020-05-17 16:39:00,m
66,1184,Bobotic,2020-05-17 16:40:00,m
67,1184,comshots,2020-05-17 16:40:00,m
68,1184,etrange,2020-05-17 16:40:00,?
69,1184,Nairalandmonika,2020-05-17 16:40:00,?
70,1184,martineverest,2020-05-17 16:40:00,m
71,1184,FirstbornWds,2020-05-17 16:42:00,?
72,1184,Exc2000,2020-05-17 16:43:00,?
73,1184,Exc2000,2020-05-17 16:44:00,?
74,1184,OKTolu,2020-05-17 16:45:00,m
75,1184,kendrick93,2020-05-17 16:45:00,m
76,1184,Raphchuks,2020-05-17 16:45:00,?
77,1184,Nairalandmonika,2020-05-17 16:45:00,?
78,1184,grandstar,2020-05-17 16:47:00,m
79,1184,motherlode,2020-05-17 16:50:00,?
80,1184,12345baba,2020-05-17 16:51:00,m
81,1184,MrCuteking,2020-05-17 16:51:00,m
82,1184,Angelfrost,2020-05-17 16:52:00,m
83,1184,Skyehigher1,2020-05-17 16:53:00,?
84,1184,Angelfrost,2020-05-17 16:55:00,m
85,1184,kodded,2020-05-17 16:57:00,m
86,1184,SmartyPants,2020-05-17 16:57:00,m
87,1184,K4daniel,2020-05-17 17:00:00,?
88,1184,infogeneral,2020-05-17 17:01:00,?
89,1184,Buliwyf,2020-05-17 17:03:00,?
90,1184,watchindelta,2020-05-17 17:05:00,m
91,1184,Dybala11,2020-05-17 17:06:00,m
92,1184,ronyman,2020-05-17 17:09:00,m
93,1184,June15,2020-05-17 17:11:00,m
94,1184,Sleeklord,2020-05-17 17:12:00,m
95,1184,najib41,2020-05-17 17:13:00,?
96,1184,DECENCY3,2020-05-17 17:14:00,?
97,1184,Alohaa,2020-05-17 17:15:00,?
98,1184,Amedino99,2020-05-17 17:17:00,m
99,1184,WaffenSS,2020-05-17 17:17:00,m
100,1184,Badonasty,2020-05-17 17:18:00,m
101,1184,Stephenomozzy,2020-05-17 17:19:00,m
102,1184,GamalNasser,2020-05-17 17:19:00,?
103,1184,Dybala11,2020-05-17 17:22:00,m
104,1184,Myer,2020-05-17 17:24:00,?
105,1184,Billygee2u,2020-05-17 17:25:00,?
106,1184,Billygee2u,2020-05-17 17:26:00,?
107,1184,Stephenomozzy,2020-05-17 17:28:00,m
108,1184,Dpharisee,2020-05-17 17:32:00,?
109,1184,kemii8646,2020-05-17 17:32:00,?
110,1184,alezzy13,2020-05-17 17:34:00,?
111,1184,kunmiiii,2020-05-17 17:34:00,?
112,1184,Someone7,2020-05-17 17:35:00,m
113,1184,chachanga,2020-05-17 17:38:00,?
114,1184,Correcto,2020-05-17 17:42:00,?
115,1184,Farki,2020-05-17 17:43:00,?
116,1184,Correcto,2020-05-17 17:44:00,?
117,1184,Emzybosco,2020-05-17 17:45:00,m
118,1184,WILLuKPquiet,2020-05-17 17:45:00,?
119,1184,GavelSlam,2020-05-17 17:46:00,?
120,1184,bikefab,2020-05-17 17:47:00,m
121,1184,WILLuKPquiet,2020-05-17 17:48:00,?
122,1184,alezzy13,2020-05-17 17:50:00,?
123,1184,Oyiboman69,2020-05-17 17:51:00,?
124,1184,austinofo,2020-05-17 17:53:00,m
125,1184,davibid,2020-05-17 17:56:00,?
126,1184,VIPERVENOM,2020-05-17 17:56:00,m
127,1184,iamloyalty,2020-05-17 18:05:00,f
128,1184,TrippleEEE,2020-05-17 18:17:00,?
129,1184,LordReed,2020-05-17 18:19:00,m
130,1184,pmoye,2020-05-17 18:23:00,?
131,1184,ATAKAM,2020-05-17 18:25:00,?
132,1184,Izigha,2020-05-17 18:28:00,m
133,1184,Stephenomozzy,2020-05-17 18:31:00,m
134,1184,Stephenomozzy,2020-05-17 18:33:00,m
135,1184,Uche352,2020-05-17 18:34:00,m
136,1184,Investnow2017,2020-05-17 18:38:00,?
137,1184,pensacola,2020-05-17 18:42:00,?
138,1184,Kobojunkie,2020-05-17 18:45:00,?
139,1184,femi4,2020-05-17 18:49:00,?
140,1184,Ayomidexj8,2020-05-17 18:50:00,f
141,1184,Carlyscales,2020-05-17 18:51:00,?
142,1184,tony5,2020-05-17 18:58:00,m
143,1184,openmine,2020-05-17 19:04:00,m
144,1184,MemoriesAndMe,2020-05-17 19:05:00,?
145,1184,ND4sure,2020-05-17 19:05:00,?
146,1184,ND4sure,2020-05-17 19:07:00,?
147,1184,ND4sure,2020-05-17 19:07:00,?
148,1184,Angelfrost,2020-05-17 19:08:00,m
149,1184,alezzy13,2020-05-17 19:23:00,?
150,1184,WaffenSS,2020-05-17 19:25:00,m
151,1184,ernieboy,2020-05-17 19:33:00,m
152,1184,salford1,2020-05-17 19:40:00,?
153,1184,VillageGuyArts1,2020-05-17 19:43:00,?
154,1184,SirWarlock,2020-05-17 19:53:00,?
155,1184,kingxsamz,2020-05-17 19:55:00,m
156,1184,kingxsamz,2020-05-17 20:00:00,m
157,1184,Etuagievin,2020-05-17 20:05:00,m
158,1184,kelvinkelvinkk,2020-05-17 20:07:00,m
159,1184,Cousin9999,2020-05-17 20:14:00,?
160,1184,qorzhim,2020-05-17 20:15:00,m
161,1184,Cousin9999,2020-05-17 20:22:00,?
162,1184,kabillionaire,2020-05-17 20:28:00,m
163,1184,kabillionaire,2020-05-17 20:30:00,m
164,1184,Kennydoc,2020-05-17 20:34:00,m
165,1184,ThinkB4mention,2020-05-17 20:59:00,f
166,1184,Mannnn,2020-05-17 21:05:00,m
167,1184,leunseyis,2020-05-17 21:06:00,m
168,1184,emmaelectelect,2020-05-17 21:08:00,m
169,1184,emmaelectelect,2020-05-17 21:10:00,m
170,1184,Ronald1509,2020-05-17 21:20:00,?
171,1184,Caroworld,2020-05-17 21:24:00,?
172,1184,Caroworld,2020-05-17 21:28:00,?
173,1184,chubinwa,2020-05-17 21:59:00,m
174,1184,Cammo,2020-05-17 23:40:00,?
175,1184,OyinO,2020-05-17 23:57:00,?
176,1184,Eryyy92,2020-05-18 00:20:00,?
177,1184,alizma,2020-05-18 00:29:00,?
178,1184,zoomzoom,2020-05-18 00:38:00,m
179,1184,Bemuda,2020-05-18 01:09:00,?
180,1184,WALTER112,2020-05-18 01:21:00,?
181,1184,witworth,2020-05-18 04:33:00,m
182,1184,bozzyjoan,2020-05-18 07:22:00,m
183,1184,Slimguy0,2020-05-18 09:11:00,m
184,1184,sureteeboy,2020-05-18 16:16:00,m
185,1184,Ayobami7,2020-05-19 10:21:00,m
