,linkID,link,title,section,author,frontPageDate,postedDate
1021,1021,https://www.nairaland.com/5869484/senator-sadiq-umar-covid-19-forcing,"COVID-19: ""Oga Corona Forcing Stubborn Husbands To Respect Their Wives""- Senator Umar",Politics,Islie,2020-05-20 09:39:00,2020-05-20 04:59:00
1022,1022,https://www.nairaland.com/5869053/ibom-air-4th-aircraft-unveiled,Governor Udom Unveils New 4th Aircraft For Ibom Air (Photos),Travel,Nditoeka,2020-05-20 09:06:00,2020-05-19 21:11:00
1023,1023,https://www.nairaland.com/5869695/flagship-nns-aradu-undergoes-repairs,"Nigeria's Former Flagship, NNS Aradu Undergoes Repairs At Naval Dockyard, Lagos (Pix)",Politics,Lanrelagboi,2020-05-20 08:50:00,2020-05-20 08:04:00
1024,1024,https://www.nairaland.com/5869728/ekpe-udoh-celebrates-33rd-birthday,Ekpe Udoh Celebrates His 33rd Birthday Today,Sports,lalasticlala,2020-05-20 08:34:00,2020-05-20 08:18:00
1025,1025,https://www.nairaland.com/5869696/faan-slashes-staff-salary-over,FAAN Slashes Staff Salary Over Revenue Losses,Career,Islie,2020-05-20 08:30:00,2020-05-20 08:04:00
1026,1026,https://www.nairaland.com/5869702/chris-ogbonnaya-celebrates-34th-birthday,Chris Ogbonnaya Celebrates His 34th Birthday Today,Sports,lalasticlala,2020-05-20 08:19:00,2020-05-20 08:07:00
1027,1027,https://www.nairaland.com/5869652/motorists-spend-night-ikoyi-road,Motorists Spend Their Night On Ikoyi Road In Lagos For Violating Curfew,Travel,Medtelly,2020-05-20 07:59:00,2020-05-20 07:40:00
1028,1028,https://www.nairaland.com/5869565/covid-19-home-care-killing-many,"'COVID-19 Home Care Killing Many Educated, Well-To-Do Nigerians' – Health Minister",Health,valentineuwakwe,2020-05-20 07:49:00,2020-05-20 06:51:00
1029,1029,https://www.nairaland.com/5869582/covid-19-patients-having-fun-drum,COVID-19 Patients Having Fun With Drum At Isolation Center In Nigeria,Health,Ejima1,2020-05-20 07:36:00,2020-05-20 07:00:00
1030,1030,https://www.nairaland.com/5869506/senate-considers-reversal-power-privatisation,Senate Considers Reversal Of Power Privatisation,Politics,Mywifeisawitch,2020-05-20 06:56:00,2020-05-20 05:33:00
1031,1031,https://www.nairaland.com/5869485/82-ghost-workers-got-n48.2,82 Ghost Workers Got N48.2 Million Ondo Car Loan In 2018 – Audit Report,Politics,ijustdey,2020-05-20 06:51:00,2020-05-20 05:03:00
1032,1032,https://www.nairaland.com/5869451/covid-19-two-patients-test-negative,"COVID-19: Two Patients Test Negative In Enugu, One New Case Reported",Health,OEPHIUS,2020-05-20 04:13:00,2020-05-20 04:08:00
1033,1033,https://www.nairaland.com/5869209/kaduna-set-discharge-11-covid-19,"Kaduna Set To Discharge 11 COVID-19 Patients, Records 7 New Cases",Health,etokhana,2020-05-20 03:53:00,2020-05-19 22:49:00
1034,1034,https://www.nairaland.com/5869119/apc-fixes-dates-edo-ondo,"APC Fixes Dates For Edo, Ondo Guber Primaries As INEC Sticks To Timetable",Politics,Sanromeo,2020-05-20 03:38:00,2020-05-19 21:52:00
1035,1035,https://www.nairaland.com/5869172/fg-sacks-usman-gur-mohamme,FG Sacks Usman Gur Mohamme As Managing Director Of TCN,Politics,Osunwole,2020-05-20 03:23:00,2020-05-19 22:24:00
1036,1036,https://www.nairaland.com/5866625/encounter-highly-intelligent-girl,"""My Encounter With A Highly Intelligent Girl""",Romance,Randy100,2020-05-19 22:04:00,2020-05-18 19:26:00
1037,1037,https://www.nairaland.com/5855148/3-things-women-when-cheating,"""3 Things Women Do When They Are Cheating"" (Opinion)",Romance,horllar007,2020-05-19 21:59:00,2020-05-13 14:01:00
1038,1038,https://www.nairaland.com/5869082/faan-fumigates-lagos-abuja-port-harcourt,"FAAN Fumigates Lagos, Abuja, Port-Harcourt Airports Ahead Of Reopening",Travel,ijustdey,2020-05-19 21:54:00,2020-05-19 21:27:00
1039,1039,https://www.nairaland.com/5867935/what-think-wrong-african-style,What Do You Think Is Wrong With African Style Of Parenting?,Family,Christthesaviour,2020-05-19 21:51:00,2020-05-19 11:43:00
1040,1040,https://www.nairaland.com/5868979/coronavirus-prepare-worst-osagie-ehanire,"Coronavirus: Prepare For The Worst - Health Minister, Osagie Tells Nigerians",Health,dre11,2020-05-19 21:23:00,2020-05-19 20:30:00
1041,1041,https://www.nairaland.com/5868790/lady-whose-death-announced-friends,"Lady, Whose Death Was Announced By Friends, Resurfaces (Photo)",Crime,Islie,2020-05-19 20:55:00,2020-05-19 18:43:00
1042,1042,https://www.nairaland.com/5868840/igp-holds-first-virtual-conference,IGP Holds First Virtual Conference With Strategic Managers Of The Force,Politics,References,2020-05-19 20:53:00,2020-05-19 19:09:00
1043,1043,https://www.nairaland.com/5868819/access-road-awka-millennium-city,Access Road To Awka Millennium City (Photos),Travel,Anambra1stSon,2020-05-19 20:30:00,2020-05-19 19:00:00
1044,1044,https://www.nairaland.com/5868860/one-covid-19-test-conducted-kogi,Only One COVID-19 Test Conducted In Kogi Since Outbreak — NCDC (Full List),Health,Lorazepam,2020-05-19 20:19:00,2020-05-19 19:17:00
1045,1045,https://www.nairaland.com/5868903/lagos-discharges-nine-coronavirus-patients,Lagos Discharges Nine Coronavirus Patients Today,Health,fergie001,2020-05-19 20:04:00,2020-05-19 19:48:00
1046,1046,https://www.nairaland.com/5868921/universities-presenting-names-dead-staff,Universities Presenting Names Of Dead Staff To Collect Salaries - FG,Education,Islie,2020-05-19 20:01:00,2020-05-19 19:55:00
1047,1047,https://www.nairaland.com/5868705/ondo-gets-10-bulldozers-boost,Ondo Gets 10 Bulldozers To Boost Cassava Production: Governor Akeredolu Shares Photos,Agriculture,OndoFirstBorn,2020-05-19 19:10:00,2020-05-19 17:55:00
1048,1048,https://www.nairaland.com/5868775/why-extended-lockdown-2-weeks,Why We Extended Lockdown By 2 Weeks - Boss Mustapha,Politics,dre11,2020-05-19 18:53:00,2020-05-19 18:34:00
1049,1049,https://www.nairaland.com/5868486/roman-abramovichs-66million-private-jet,"Inside Chelsea Owner, Roman Abramovich’s £66 Million Private Jet With Banquet Hall",Sports,obembet,2020-05-19 18:27:00,2020-05-19 16:06:00
1050,1050,https://www.nairaland.com/5868715/nasarawa-lifts-ban-worship-centres,Nasarawa Lifts Ban On Worship Centres For Two Weeks,Politics,etokhana,2020-05-19 18:22:00,2020-05-19 17:58:00
1051,1051,https://www.nairaland.com/5865337/cobra-killed-behind-house-last,"""The Cobra I Killed Behind My House At Night"" (Photos)",Science/Technology,Omnivalent,2020-05-19 17:38:00,2020-05-18 09:41:00
1052,1052,https://www.nairaland.com/5868604/analysis-madagascan-herbal-drink-cure,Is The Madagascan Herbal Drink A Cure For Malaria Or Coronavirus? - Politics Nigeria,Health,aminulive,2020-05-19 17:32:00,2020-05-19 17:01:00
1053,1053,https://www.nairaland.com/5868582/anita-jide-man-earns-15m,Man Who Earns ₦15M Asks His Fiancee Who Earns ₦42M To Quit Her Job &amp Relocate,Romance,lalasticlala,2020-05-19 17:11:00,2020-05-19 16:49:00
1054,1054,https://www.nairaland.com/5868240/tiwa-savage-toke-makinwa-sharon,"Tiwa Savage, Toke Makinwa &amp Davido’s Sister, Sharon In Twerking Competition",Celebrities,Made4naijalove,2020-05-19 17:05:00,2020-05-19 14:22:00
1055,1055,https://www.nairaland.com/5868230/ravi-zacharias-dies-cancer-74,"World Renowned Christian Apologist, Ravi Zacharias Dies Of Cancer At 74",Religion,gaiusolayinka,2020-05-19 16:24:00,2020-05-19 14:18:00
1056,1056,https://www.nairaland.com/5868185/wike-withdraws-charges-against-caverton,Governor Wike Withdraws Charges Against Caverton Helicopter Pilots &amp Passengers,Politics,Upritman,2020-05-19 16:02:00,2020-05-19 13:55:00
1057,1057,https://www.nairaland.com/5868267/buhari-asks-senate-confirm-lamido,Buhari Asks Senate To Confirm Lamido Yuguda As Securities &amp Exchange Commission DG,Politics,iwaeda,2020-05-19 15:47:00,2020-05-19 14:31:00
1058,1058,https://www.nairaland.com/5868391/yakassai-knew-buhari-cant-fix,"""I Knew Buhari Can’t Fix Any Of Nigeria’s Problems"" - Yakassai",Politics,Nusooo,2020-05-19 15:44:00,2020-05-19 15:26:00
1059,1059,https://www.nairaland.com/5868312/22-year-old-coronavirus-patient-gives-birth,22-Year-Old Coronavirus Patient Gives Birth To Twins At LUTH,Health,fergie001,2020-05-19 15:20:00,2020-05-19 14:58:00
1060,1060,https://www.nairaland.com/5868262/fg-targets-five-million-jobs,FG Targets Five Million Jobs From €995m Agric Programme,Agriculture,ogododo,2020-05-19 15:14:00,2020-05-19 14:29:00
1061,1061,https://www.nairaland.com/5868219/nnamdi-kanu-fg-start-charging,"Nnamdi Kanu To FG: ""I Will Start Charging You For Free Education On My Facebook Page""",Politics,Nusooo,2020-05-19 14:59:00,2020-05-19 14:14:00
1062,1062,https://www.nairaland.com/5866836/husbands-family-sucking-him-dry,"""My Husband's Family Is Sucking Him Dry""",Family,Anni3e,2020-05-19 14:39:00,2020-05-18 21:22:00
1063,1063,https://www.nairaland.com/5867287/guys-dont-ever-date-lady,"""Guys, Don't Ever Date A Lady Going For NYSC. This Is Why"" (Opinion)",NYSC,Carchoice,2020-05-19 14:28:00,2020-05-19 06:07:00
1064,1064,https://www.nairaland.com/5866272/bishop-chris-kwakpovwe-suicide-attempt,"""My Suicide Attempt Years Ago Led To Our Daily Manna"" - Bishop Chris Kwakpovwe",Celebrities,Mcoutureankara,2020-05-19 14:03:00,2020-05-18 16:32:00
1065,1065,https://www.nairaland.com/5866121/bikini-pictures-venita-akpofure,"Bikini Pictures Of BBNaija Star, Venita Akpofure",Celebrities,TunezMediaBlog,2020-05-19 13:53:00,2020-05-18 15:28:00
1066,1066,https://www.nairaland.com/5868091/james-kolo-dead-kwara-federal,Kwara Federal Character Commission Nominee Is Dead,Politics,fergie006,2020-05-19 13:47:00,2020-05-19 12:56:00
1067,1067,https://www.nairaland.com/5868066/oke-umurhohwo-time-put-homegrown,It Is Time To Put Homegrown School Feeding Scheme Through Scrutiny - Oke Umurhohwo,Politics,Tabithatim,2020-05-19 13:31:00,2020-05-19 12:42:00
1068,1068,https://www.nairaland.com/5867879/ippis-joe-abah-how-ghost,"IPPIS: Dr. Joe Abah Exposes ""How Ghost Workers Exist In Public Institutions""",Career,Decibel,2020-05-19 13:25:00,2020-05-19 11:18:00
1069,1069,https://www.nairaland.com/5867135/rare-dinosaur-roamed-antarctica-110,Rare Dinosaur That Roamed Antarctica 110 Million Years Ago Found In Australia (Pix),Science/Technology,Macsjebs,2020-05-19 12:46:00,2020-05-19 01:35:00
1070,1070,https://www.nairaland.com/5868021/tyree-boyce-natalie-adepoju-dead,"Twilight Actor, Gregory Boyce And His Nigerian Girlfriend Found Dead",Celebrities,ExAngel007,2020-05-19 12:25:00,2020-05-19 12:19:00
1071,1071,https://www.nairaland.com/5867777/lagos-speaker-obasa-gives-mistress,"Lagos Speaker Gives Mistress N34M To Organise Media, CSO Parley - Sahara Reporters",Politics,NLReposter,2020-05-19 12:01:00,2020-05-19 10:35:00
1072,1072,https://www.nairaland.com/5867754/osun-mother-ties-up-son,Mother Ties Up Her Son In Sack Over Evil Spirit Allegations (Video),Crime,etcsines,2020-05-19 11:44:00,2020-05-19 10:26:00
1073,1073,https://www.nairaland.com/5867465/boko-haram-burns-hospital-dapchi,"Boko Haram Terrorists Burn Hospital, District Head’s Palace In Dapchi",Crime,Kwanza,2020-05-19 11:37:00,2020-05-19 08:07:00
1074,1074,https://www.nairaland.com/5867060/216-new-covid-19-cases-50,"216 New COVID-19 Cases, 50 Discharged And 9 Deaths On May 18  -  (916 Tested)",Health,wendyberry,2020-05-19 11:16:00,2020-05-18 23:56:00
1075,1075,https://www.nairaland.com/5867151/thomas-thabane-resigns-lesotho-prime,Thomas Thabane Resigns As Lesotho Prime Minister,Politics,TheCalculator,2020-05-19 11:14:00,2020-05-19 02:00:00
1076,1076,https://www.nairaland.com/5867040/pinkish-colour-balls-thigh-area,"Pinkish Colour Of The Balls, Thigh Area - A Nairalander Cries Out",Health,omoburuku,2020-05-19 11:12:00,2020-05-18 23:34:00
1077,1077,https://www.nairaland.com/5867641/obiano-commissions-obizi-otuocha-regional,Governor Obiano Commissions Obizi &amp Otuocha Regional Water Scheme (Photos),Politics,Anambra1stSon,2020-05-19 10:48:00,2020-05-19 09:33:00
1078,1078,https://www.nairaland.com/5867723/imota-rice-mill-lagos-capable,"Imota Rice Mill, Lagos, Capable Of Producing 2.4 Million 50kg Bags Yearly (Photos)",Agriculture,Lanrelagboi,2020-05-19 10:30:00,2020-05-19 10:12:00
1079,1079,https://www.nairaland.com/5867113/hong-kong-lawmakers-fight-over,Hong Kong Lawmakers Fight Over Bill To Criminalise Abuse Of China's Anthem (Pix),Politics,Macsjebs,2020-05-19 10:18:00,2020-05-19 00:54:00
1080,1080,https://www.nairaland.com/5867398/fc-seoul-filled-empty-stadium,"South Korean Club Apologises For Filling Empty Stadium Seats With ""Sex Dolls"" (Pics)",Sports,ogbiwa,2020-05-19 09:53:00,2020-05-19 07:30:00
1081,1081,https://www.nairaland.com/5866070/fg-queries-mohammed-bello-buying,FG Queries Permanent Secretary For Buying Uncompleted Building For N7 Billion,Politics,iwaeda,2020-05-19 09:36:00,2020-05-18 15:09:00
1082,1082,https://www.nairaland.com/5867481/chima-igwe-scandal-onu-overrules,"PhD Scandal: Onu Overrules Board, ICPC, Orders Demoted FIIRO Boss’ Reinstatement",Politics,ogododo,2020-05-19 09:22:00,2020-05-19 08:16:00
1083,1083,https://www.nairaland.com/5867442/covid-19-not-joke-buhari-governors,COVID-19 Not A Joke - President Buhari Tells Governors,Politics,valentineuwakwe,2020-05-19 09:18:00,2020-05-19 07:56:00
1084,1084,https://www.nairaland.com/5866927/anambra-intercepts-truck-jos-transporting,"Anambra Intercepts Truck Transporting Passengers, Animals From Jos (Photos)",Travel,NwekeUG,2020-05-19 09:09:00,2020-05-18 22:17:00
1085,1085,https://www.nairaland.com/5867173/logan-williams-died-fentanyl-overdose,"‘The Flash’ Canadian Actor, Logan Williams Died Of Drug Overdose At The Age Of 16",Celebrities,Konji3368,2020-05-19 08:45:00,2020-05-19 02:44:00
1086,1086,https://www.nairaland.com/5867074/why-buhari-cancelled-broadcast-shehu,"""This Was Why Buhari Cancelled The Broadcast"" - Senator Shehu Sani",Politics,maupe,2020-05-19 08:38:00,2020-05-19 00:09:00
1087,1087,https://www.nairaland.com/5867429/donald-trumps-letter-tedros-adhanom,"Check Out President Trump's Letter To Dr. Tedros, WHO Director-General",Politics,Firstnebo,2020-05-19 08:31:00,2020-05-19 07:48:00
1088,1088,https://www.nairaland.com/5867181/salary-nigerian-professor-after-ippis,Check Out The Salary Of A Nigerian Professor After IPPIS (Pictured),Education,MoIbrahim,2020-05-19 08:23:00,2020-05-19 03:04:00
1089,1089,https://www.nairaland.com/5867250/akwa-ibom-21-storey-building,Tallest Building In South-South: Akwa Ibom 21 Storey Building Ready (Pictures),Properties,Hunchogee,2020-05-19 07:51:00,2020-05-19 05:05:00
1090,1090,https://www.nairaland.com/5867311/taofeek-azeez-akewugbagold-twins-kidnap,"Police Parade Couple, Oyo Islamic Cleric’s Aides Over Twins’ Abduction (Photos)",Crime,Crownbefitsme,2020-05-19 07:28:00,2020-05-19 06:28:00
1091,1091,https://www.nairaland.com/5867345/pdp-rejects-curfew-extension,"PDP Rejects Curfew Extension, Calls Out SGF, Boss Mustapha",Politics,Crownbefitsme,2020-05-19 07:21:00,2020-05-19 06:55:00
1092,1092,https://www.nairaland.com/5867361/buhari-danjuma-meet-behind-closed,"Buhari, Danjuma Meet Behind Closed Doors",Politics,Crownbefitsme,2020-05-19 07:12:00,2020-05-19 07:07:00
1093,1093,https://www.nairaland.com/5867343/oil-price-rises-two-month-high,Oil Price Rises To Two-Month High Of $35,Business,Ceegar01,2020-05-19 07:04:00,2020-05-19 06:53:00
1094,1094,https://www.nairaland.com/5867122/2-covid-19-patients-enugu-test,"2 COVID-19 Patients In Enugu Test Negative, 3 New Cases Recorded",Health,OEPHIUS,2020-05-19 06:53:00,2020-05-19 01:20:00
1095,1095,https://www.nairaland.com/5866940/bauchi-discharges-9-covid-19-patients,"Bauchi Discharges 9 COVID-19 Patients, Records 2 Deaths",Health,Nemere2020,2020-05-19 06:47:00,2020-05-18 22:27:00
1096,1096,https://www.nairaland.com/5867274/donald-trump-said-he-takes,Donald Trump Said He Takes Hydroxychloroquine To Prevent COVID-19,Politics,SadiqBabaSani,2020-05-19 06:32:00,2020-05-19 05:34:00
1097,1097,https://www.nairaland.com/5867209/ippis-nigerian-universities-misled-us,IPPIS: Universities Misled Us Into Paying Dead Lecturers – Accountant General,Education,Blue3k,2020-05-19 06:22:00,2020-05-19 03:52:00
1098,1098,https://www.nairaland.com/5865133/brother-hard-drugs-18-years,"""Hard Drugs: 18 Years Of Pains And Sorrow. I Need Help!""",Family,star4ever,2020-05-18 22:01:00,2020-05-18 08:10:00
1099,1099,https://www.nairaland.com/5865145/wife-too-stiff-gives-me,"""My Wife Is Too Stiff, Gives Me Timetable For Sex""",Romance,delkuf,2020-05-18 21:56:00,2020-05-18 08:17:00
1100,1100,https://www.nairaland.com/5860111/please-what-these-black-spots,"""Please, What Can I Do About These Black Spots On The Face?"" (Photo)",Health,SeunWedsLinda,2020-05-18 21:49:00,2020-05-15 17:27:00
1101,1101,https://www.nairaland.com/5866818/israels-alexander-river-turns-red,Israel's Alexander River Turns Red With Blood ‘Like Biblical Plague Of Egypt’ (Pics),Politics,Macsjebs,2020-05-18 21:36:00,2020-05-18 21:12:00
1102,1102,https://www.nairaland.com/5866746/boko-haram-currently-attacking-dapchi,Boko Haram Currently Attacking Yobe Community,Politics,Kwanza,2020-05-18 21:28:00,2020-05-18 20:36:00
1103,1103,https://www.nairaland.com/5866711/oba-benin-queen-iyayota-welcome,Oba Of Benin &amp Queen Iyayota Welcome Baby Boy,Culture,2mercy,2020-05-18 21:23:00,2020-05-18 20:17:00
1104,1104,https://www.nairaland.com/5866681/kaduna-army-general-arrested-flouting,Army General Arrested In Kaduna For Flouting Lockdown Order,Politics,2mercy,2020-05-18 21:21:00,2020-05-18 19:58:00
1105,1105,https://www.nairaland.com/5866648/cbn-nnpc-fund-returnees-accommodation,"CBN, NNPC To Fund Returnees’ Accommodation, Feeding – FG",Politics,ijustdey,2020-05-18 20:37:00,2020-05-18 19:40:00
1106,1106,https://www.nairaland.com/5866706/american-priest-sprays-holy-water,American Priest Sprays Holy Water From Squirt Gun To Maintain Social Distancing (Pix),Religion,lalasticlala,2020-05-18 20:22:00,2020-05-18 20:13:00
1107,1107,https://www.nairaland.com/5865556/best-friends-worth-it-mine,"""Are Best Friends Worth It? Mine Abandoned Me In The Streets Of A Foreign Country""",Family,slyfox35,2020-05-18 19:48:00,2020-05-18 11:12:00
1108,1108,https://www.nairaland.com/5864374/nigerian-national-symbols,Nigerian National Symbols,Politics,rottencorpse,2020-05-18 19:29:00,2020-05-17 20:14:00
1109,1109,https://www.nairaland.com/5813774/ebonyi-state-college-nursing-midwifery,The Newly Constructed Ebonyi State College Of Nursing And Midwifery In Pictures,Health,NoApology,2020-05-18 19:25:00,2020-04-24 11:13:00
1110,1110,https://www.nairaland.com/5866556/makinde-reveal-name-company-38,Makinde To Reveal Name Of The Company With 38 COVID-19 Infected Workers Tomorrow,Health,oshozondii,2020-05-18 18:54:00,2020-05-18 18:46:00
1111,1111,https://www.nairaland.com/5866380/sister-afia-freda-rhymz-nearly,"Ghanaian Female Singers, Sister Afia &amp Freda Rhymz Nearly Fought In Public (Video)",Celebrities,Made4naijalove,2020-05-18 18:20:00,2020-05-18 17:21:00
1112,1112,https://www.nairaland.com/5866303/pastor-oyakhilome-loveworld-channel-sanctioned,"UK Agency Sanctions Pastor Oyakhilome's Channel Over Coronavirus, 5G Conspiracy",Religion,Faithful4real,2020-05-18 18:01:00,2020-05-18 16:48:00
1113,1113,https://www.nairaland.com/5864627/nigerian-man-killed-ghana-police,Nigerian Man Killed In Ghana By Police Officers,Crime,Discovery4today,2020-05-18 17:52:00,2020-05-17 23:02:00
1114,1114,https://www.nairaland.com/5866335/mikano-retrenches-workers-it-once,Mikano Retrenches Workers It Once Recalled,Career,ijustdey,2020-05-18 17:35:00,2020-05-18 17:01:00
1115,1115,https://www.nairaland.com/5866113/covid-19-scam-discharged-delta-patient,"""COVID-19 In Nigeria Is A Scam"" - Discharged Delta Patient Says",Health,bellachibaby,2020-05-18 16:51:00,2020-05-18 15:25:00
1116,1116,https://www.nairaland.com/5866239/ncdc-bill-gates-denies-offering,"NCDC Bill: ""We Didn’t Offer Reps Any Incentive"" – Bill Gates",Politics,ijustdey,2020-05-18 16:31:00,2020-05-18 16:18:00
1117,1117,https://www.nairaland.com/5866183/buhari-extends-gradual-ease-lockdown,Buhari Extends Gradual Ease Of Lockdown By 2 Weeks. Bans All inter-State Movements,Politics,ijustdey,2020-05-18 16:20:00,2020-05-18 15:55:00
1118,1118,https://www.nairaland.com/5866054/enugu-completes-first-customary-court,Photos As Enugu Completes First Customary Court Of Appeal Headquarters,Politics,OEPHIUS,2020-05-18 16:03:00,2020-05-18 15:02:00
1119,1119,https://www.nairaland.com/5865967/governor-ganduje-slashes-political-appointees,Governor Ganduje Slashes Political Appointees' Salaries By 50%,Politics,nairapark,2020-05-18 16:01:00,2020-05-18 14:23:00
1120,1120,https://www.nairaland.com/5866021/school-feeding-programme-not-scam,School Feeding Programme Not A 'Scam’ - Vanguard,Politics,GoodGovernance,2020-05-18 15:56:00,2020-05-18 14:50:00
1121,1121,https://www.nairaland.com/5866033/tribunal-upholds-yahaya-bellos-victory,"Tribunal Upholds Yahaya Bello's Victory As Kogi Governor, Dismisses Natasha Akpoti",Politics,oshozondii,2020-05-18 15:20:00,2020-05-18 14:52:00
1122,1122,https://www.nairaland.com/5865959/new-truck-assembly-plant-ondo,New Truck Assembly Plant Commences In Ondo - Governor Akeredolu Shares Photos,Politics,OndoFirstBorn,2020-05-18 15:11:00,2020-05-18 14:18:00
1123,1123,https://www.nairaland.com/5866013/raymond-dokpesi-jnr-blasts-saharareporters,Raymond Dokpesi Jnr. Blasts Sahara Reporters Over 'Sensational' Headline,Health,Kwanza,2020-05-18 15:01:00,2020-05-18 14:46:00
1124,1124,https://www.nairaland.com/5864383/collected-nimc-card,Have You Collected Your NIMC Card?,Politics,adoreyou,2020-05-18 14:45:00,2020-05-17 20:18:00
1125,1125,https://www.nairaland.com/5777845/never-wanted-sex-first-visit,"""I Never Wanted To Have Sex With Her On Her First Visit But This Happened""",Romance,goodman41,2020-05-18 14:41:00,2020-04-06 17:39:00
1126,1126,https://www.nairaland.com/5865652/dokpesi-son-clash-over-comment,Dokpesi And His Son Clash Over Comment On COVID-19,Health,ExAngel007,2020-05-18 14:09:00,2020-05-18 11:51:00
1127,1127,https://www.nairaland.com/5865709/air-peace-evacuate-nigerians-china,COVID-19: Air Peace To Evacuate Nigerians From China Today,Travel,Islie,2020-05-18 13:51:00,2020-05-18 12:18:00
1128,1128,https://www.nairaland.com/5865827/no-presidential-broadcast-covid-19-updates,No Presidential Broadcast On COVID-19 Updates Today - Femi Adesina,Politics,fergie001,2020-05-18 13:43:00,2020-05-18 13:13:00
1129,1129,https://www.nairaland.com/5864644/338-new-covid-19-cases-122,"338 New COVID-19 Cases, 122 Discharged, 6 Deaths On May 17 - (1375 Tested)",Health,References,2020-05-18 13:32:00,2020-05-17 23:10:00
1130,1130,https://www.nairaland.com/5865778/meagan-good-called-ungodly-posing,"US Actress, Meagan Good Called 'Ungodly' For Posing In This Bikini. See Her Response",Celebrities,marimarempress,2020-05-18 13:13:00,2020-05-18 12:50:00
1131,1131,https://www.nairaland.com/5865220/bode-george-pumping-billions-school,"""Pumping Billions Into School Feeding When Schools Are Closed Absurd"" - Bode George",Politics,nairavsdollars,2020-05-18 13:03:00,2020-05-18 08:52:00
1132,1132,https://www.nairaland.com/5865642/ptf-covid-19-arrives-cross-river,Presidential Task Force On COVID-19 Arrives Cross River State On Fact Finding Mission,Health,References,2020-05-18 12:52:00,2020-05-18 11:47:00
1133,1133,https://www.nairaland.com/5864731/gideon-isah-replies-yanick-aka,"Nigerian Prophet Isah Replies Ivorian Atheist, Yanick Over Allegation Against Fufeyin",Religion,AlexReports,2020-05-18 12:44:00,2020-05-18 00:34:00
1134,1134,https://www.nairaland.com/5865515/igbos-lagos-apc-replace-igbokwe,Igbos In Lagos APC Replace Igbokwe With Idimogu For 2023 (Photo),Politics,dre11,2020-05-18 12:28:00,2020-05-18 10:57:00
1135,1135,https://www.nairaland.com/5865665/2023-pdp-mulls-remodelling-manifesto,2023: PDP Mulls Remodelling Of Manifesto,Politics,Islie,2020-05-18 12:16:00,2020-05-18 11:57:00
1136,1136,https://www.nairaland.com/5865670/omotola-jalade-ekeinde-celebrates-25th-year,Omotola Jalade-Ekeinde Celebrates 25th Year In Entertainment,Celebrities,lalasticlala,2020-05-18 12:01:00,2020-05-18 12:00:00
1137,1137,https://www.nairaland.com/5865571/ekpenyong-akom-killed-calabar-cult,Photo Of Governor Ayade's Aide Killed In Calabar Cult War,Politics,Dansuqi,2020-05-18 11:34:00,2020-05-18 11:17:00
1138,1138,https://www.nairaland.com/5864989/no-nysc-mobilisation-soon-director-general,"No NYSC Mobilisation Soon - Director-General, Shuaibu",NYSC,wizkidblogger,2020-05-18 11:13:00,2020-05-18 06:45:00
1139,1139,https://www.nairaland.com/5864581/fg-says-no-approval-location,FG Says No Approval On Location Of New 6 Colleges Of Education Yet,Education,oshozondii,2020-05-18 10:58:00,2020-05-17 22:31:00
1140,1140,https://www.nairaland.com/5864565/soldiers-raid-militants-hideout-rivers,"Soldiers Raid Militants' Hideout In Rivers, Recover Arms And Ammunition",Politics,Ctorch,2020-05-18 10:50:00,2020-05-17 22:22:00
1141,1141,https://www.nairaland.com/5864505/welcome-fire-prof-gambari-simon,"'Welcome To Fire, Prof Gambari' By Simon Kolawole",Politics,EcoBrick,2020-05-18 10:44:00,2020-05-17 21:37:00
1142,1142,https://www.nairaland.com/5865234/trobell-malamis-debt-collectors-demand,Malami’s ‘Debt Collectors’ Demand $1.5 Billion Over Terminated Contract,Politics,dre11,2020-05-18 10:32:00,2020-05-18 08:59:00
1143,1143,https://www.nairaland.com/5865343/david-ibiyeomie-no-coronavirus-nigeria,"""No Coronavirus In Nigeria, Politicians Using It To Eat Money"" - Pastor Ibiyeomie",Religion,Upritman,2020-05-18 10:18:00,2020-05-18 09:44:00
1144,1144,https://www.nairaland.com/5865124/bauchi-discharges-twenty-covid-19-patients,Bauchi Discharges Twenty COVID-19 Patients,Health,fergie001,2020-05-18 09:43:00,2020-05-18 08:02:00
1145,1145,https://www.nairaland.com/5865292/covid-19-oyo-discharges-18-patients,"COVID-19: Oyo Discharges 18 Patients, Confirms 11 New Cases, Records 2 Deaths",Health,Kwanza,2020-05-18 09:40:00,2020-05-18 09:23:00
1146,1146,https://www.nairaland.com/5865262/m-trill-celebrates-41st-birthday,M Trill Celebrates His 41st Birthday Today,Celebrities,lalasticlala,2020-05-18 09:38:00,2020-05-18 09:09:00
1147,1147,https://www.nairaland.com/5864509/temple-sabbath-female-pastor-burnt,"Temple Of Sabbath Female Pastor Accused Of Being Fake, Burnt In Anambra",Crime,Discovery4today,2020-05-18 09:35:00,2020-05-17 21:39:00
1148,1148,https://www.nairaland.com/5865241/aliyu-mohammed-gusau-celebrates-77th,Aliyu Mohammed Gusau Celebrates His 77th Birthday Today,Politics,lalasticlala,2020-05-18 09:23:00,2020-05-18 09:02:00
